Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 5,Region 20,8,0.089,4,0.106,2,0.087,0,0,3,0.199,10,0.336,24,0.311,72,0.39,92,0.264,66,0.17,73,0.231,62,0.219,76,0.262,63,0.201,64,0.2,56,0.163,37,0.1,36,0.083,41,0.089,46,0.132,36,0.147,33,0.151,20,0.11,18,0.128
Region 5,Region 21,8,0.089,3,0.079,3,0.13,1,0.065,0,0,0,0,2,0.026,14,0.076,33,0.095,48,0.123,31,0.098,41,0.145,40,0.138,39,0.124,28,0.087,51,0.149,55,0.149,52,0.119,76,0.165,56,0.161,48,0.196,31,0.142,21,0.116,9,0.064
Region 5,Region 22,0,0,0,0,0,0,0,0,0,0,2,0.067,0,0,3,0.016,10,0.029,12,0.031,13,0.041,8,0.028,4,0.014,2,0.006,5,0.016,10,0.029,11,0.03,7,0.016,12,0.026,8,0.023,4,0.016,6,0.027,4,0.022,4,0.028
Region 5,Region 23,3,0.033,1,0.026,0,0,1,0.065,0,0,1,0.034,4,0.052,3,0.016,6,0.017,4,0.01,2,0.006,3,0.011,8,0.028,6,0.019,5,0.016,7,0.02,7,0.019,1,0.002,3,0.007,3,0.009,5,0.02,5,0.023,3,0.017,1,0.007
Region 5,Region 24,6,0.067,0,0,2,0.087,1,0.065,0,0,2,0.067,5,0.065,6,0.032,24,0.069,32,0.082,22,0.07,20,0.071,26,0.09,23,0.073,29,0.09,25,0.073,35,0.095,46,0.106,52,0.113,33,0.095,23,0.094,22,0.101,12,0.066,9,0.064
Region 5,Region 25,0,0,0,0,0,0,0,0,0,0,1,0.034,1,0.013,1,0.005,3,0.009,1,0.003,2,0.006,1,0.004,1,0.003,2,0.006,0,0,1,0.003,0,0,1,0.002,2,0.004,2,0.006,0,0,1,0.005,1,0.006,1,0.007
Region 6,Region 0,1,0.011,0,0,0,0,0,0,0,0,3,0.101,3,0.039,7,0.038,8,0.023,7,0.018,5,0.016,9,0.032,2,0.007,5,0.016,2,0.006,2,0.006,12,0.032,3,0.007,14,0.03,6,0.017,5,0.02,3,0.014,4,0.022,2,0.014
Region 6,Region 1,6,0.067,3,0.079,4,0.174,2,0.131,1,0.066,1,0.034,5,0.065,13,0.07,38,0.109,47,0.121,36,0.114,22,0.078,31,0.107,33,0.105,28,0.087,38,0.111,41,0.111,46,0.106,69,0.15,37,0.107,50,0.204,28,0.128,25,0.138,20,0.142
Region 6,Region 2,1,0.011,1,0.026,1,0.043,0,0,0,0,0,0,1,0.013,5,0.027,15,0.043,33,0.085,16,0.051,1,0.004,5,0.017,4,0.013,7,0.022,16,0.047,9,0.024,16,0.037,11,0.024,8,0.023,7,0.029,6,0.027,4,0.022,5,0.036
Region 6,Region 3,1,0.011,1,0.026,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,2,0.005,0,0,0,0,3,0.01,4,0.013,3,0.009,2,0.006,1,0.003,1,0.002,0,0,3,0.009,8,0.033,5,0.023,5,0.028,0,0
Region 6,Region 4,0,0,0,0,1,0.043,0,0,0,0,0,0,0,0,1,0.005,2,0.006,1,0.003,2,0.006,0,0,1,0.003,3,0.01,5,0.016,4,0.012,0,0,2,0.005,5,0.011,3,0.009,5,0.02,2,0.009,3,0.017,1,0.007
Region 6,Region 5,1,0.011,3,0.079,0,0,0,0,0,0,2,0.067,2,0.026,1,0.005,3,0.009,4,0.01,4,0.013,5,0.018,8,0.028,3,0.01,9,0.028,3,0.009,3,0.008,2,0.005,2,0.004,6,0.017,5,0.02,3,0.014,6,0.033,1,0.007
Region 6,Region 6,22,0.245,6,0.159,6,0.26,5,0.327,4,0.266,2,0.067,8,0.104,23,0.124,63,0.181,93,0.239,88,0.279,86,0.304,112,0.386,103,0.328,112,0.349,97,0.283,127,0.343,177,0.406,208,0.452,158,0.455,132,0.54,88,0.403,71,0.391,41,0.292
Region 6,Region 7,6,0.067,1,0.026,0,0,0,0,1,0.066,0,0,4,0.052,2,0.011,9,0.026,6,0.015,11,0.035,5,0.018,7,0.024,6,0.019,5,0.016,6,0.018,6,0.016,4,0.009,11,0.024,6,0.017,7,0.029,4,0.018,1,0.006,5,0.036
Region 6,Region 8,4,0.045,2,0.053,2,0.087,0,0,2,0.133,0,0,3,0.039,15,0.081,25,0.072,27,0.069,21,0.067,19,0.067,9,0.031,28,0.089,16,0.05,19,0.055,15,0.041,21,0.048,23,0.05,20,0.058,17,0.07,23,0.105,16,0.088,11,0.078
Region 6,Region 9,0,0,0,0,1,0.043,0,0,1,0.066,1,0.034,3,0.039,4,0.022,2,0.006,2,0.005,4,0.013,4,0.014,3,0.01,3,0.01,1,0.003,4,0.012,6,0.016,5,0.011,8,0.017,7,0.02,1,0.004,0,0,2,0.011,0,0
Region 6,Region 10,12,0.134,4,0.106,4,0.174,2,0.131,1,0.066,3,0.101,7,0.091,14,0.076,50,0.144,40,0.103,47,0.149,47,0.166,59,0.203,57,0.181,53,0.165,41,0.12,64,0.173,65,0.149,87,0.189,67,0.193,46,0.188,30,0.137,38,0.209,16,0.114
Region 6,Region 11,6,0.067,1,0.026,1,0.043,4,0.261,0,0,3,0.101,2,0.026,6,0.032,17,0.049,14,0.036,4,0.013,7,0.025,5,0.017,9,0.029,12,0.037,17,0.05,15,0.041,13,0.03,27,0.059,15,0.043,4,0.016,8,0.037,4,0.022,4,0.028
Region 6,Region 12,0,0,0,0,0,0,1,0.065,1,0.066,0,0,0,0,4,0.022,5,0.014,7,0.018,4,0.013,3,0.011,5,0.017,12,0.038,9,0.028,6,0.018,7,0.019,8,0.018,5,0.011,14,0.04,6,0.025,4,0.018,3,0.017,2,0.014
Region 6,Region 13,4,0.045,0,0,2,0.087,0,0,0,0,2,0.067,5,0.065,15,0.081,40,0.115,29,0.075,18,0.057,18,0.064,17,0.059,18,0.057,18,0.056,18,0.053,23,0.062,16,0.037,26,0.056,20,0.058,19,0.078,21,0.096,10,0.055,2,0.014
Region 6,Region 14,4,0.045,0,0,0,0,2,0.131,3,0.199,1,0.034,10,0.13,20,0.108,19,0.055,33,0.085,22,0.07,15,0.053,22,0.076,17,0.054,16,0.05,20,0.058,11,0.03,17,0.039,16,0.035,15,0.043,4,0.016,4,0.018,7,0.039,5,0.036
Region 6,Region 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,2,0.006,3,0.008,2,0.006,2,0.007,5,0.017,4,0.013,4,0.012,8,0.023,4,0.011,7,0.016,5,0.011,1,0.003,3,0.012,4,0.018,2,0.011,2,0.014
Region 6,Region 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,2,0.006,2,0.007,0,0,0,0,0,0,1,0.003,0,0,2,0.005,0,0,0,0,0,0,1,0.005,1,0.006,0,0
Region 6,Region 17,6,0.067,0,0,3,0.13,0,0,0,0,0,0,2,0.026,16,0.087,27,0.078,49,0.126,30,0.095,17,0.06,16,0.055,20,0.064,14,0.044,11,0.032,16,0.043,17,0.039,9,0.02,17,0.049,17,0.07,15,0.069,5,0.028,3,0.021
Region 6,Region 18,2,0.022,1,0.026,1,0.043,2,0.131,0,0,1,0.034,0,0,3,0.016,15,0.043,16,0.041,9,0.029,8,0.028,8,0.028,6,0.019,14,0.044,19,0.055,16,0.043,14,0.032,13,0.028,7,0.02,11,0.045,6,0.027,4,0.022,4,0.028
Region 6,Region 19,20,0.223,11,0.291,13,0.564,3,0.196,5,0.332,2,0.067,17,0.22,21,0.114,64,0.184,41,0.105,66,0.209,47,0.166,60,0.207,51,0.162,74,0.231,79,0.231,100,0.27,110,0.252,105,0.228,70,0.202,73,0.299,64,0.293,45,0.248,31,0.221
Region 6,Region 20,1,0.011,1,0.026,1,0.043,1,0.065,0,0,0,0,1,0.013,18,0.097,19,0.055,19,0.049,11,0.035,12,0.042,9,0.031,17,0.054,8,0.025,14,0.041,14,0.038,15,0.034,17,0.037,11,0.032,13,0.053,8,0.037,3,0.017,1,0.007
Region 6,Region 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,1,0.003,1,0.003,1,0.003,1,0.004,3,0.01,2,0.006,0,0,1,0.003,4,0.011,1,0.002,2,0.004,3,0.009,5,0.02,3,0.014,0,0,1,0.007
Region 6,Region 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,3,0.008,0,0,1,0.004,2,0.007,5,0.016,3,0.009,3,0.009,5,0.014,2,0.005,3,0.007,2,0.006,1,0.004,0,0,3,0.017,0,0
Region 6,Region 23,0,0,2,0.053,4,0.174,1,0.065,0,0,0,0,4,0.052,11,0.06,22,0.063,20,0.051,7,0.022,6,0.021,9,0.031,14,0.045,12,0.037,8,0.023,6,0.016,25,0.057,16,0.035,14,0.04,8,0.033,8,0.037,5,0.028,4,0.028
Region 6,Region 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,0,0,0,0,0,0,1,0.003,3,0.009,0,0,0,0,4,0.009,3,0.007,1,0.003,0,0,1,0.005,3,0.017,0,0
Region 6,Region 25,4,0.045,1,0.026,3,0.13,3,0.196,1,0.066,0,0,2,0.026,2,0.011,11,0.032,20,0.051,6,0.019,9,0.032,7,0.024,15,0.048,17,0.053,9,0.026,21,0.057,21,0.048,27,0.059,17,0.049,12,0.049,7,0.032,10,0.055,7,0.05
Region 7,Region 0,13,0.145,7,0.185,9,0.39,1,0.065,2,0.133,4,0.134,7,0.091,17,0.092,20,0.057,21,0.054,22,0.07,18,0.064,24,0.083,20,0.064,19,0.059,34,0.099,44,0.119,43,0.099,38,0.083,40,0.115,28,0.115,27,0.124,21,0.116,9,0.064
Region 7,Region 1,9,0.1,0,0,3,0.13,0,0,1,0.066,1,0.034,1,0.013,5,0.027,15,0.043,29,0.075,19,0.06,13,0.046,17,0.059,19,0.06,19,0.059,13,0.038,17,0.046,19,0.044,38,0.083,27,0.078,19,0.078,14,0.064,13,0.072,8,0.057
Region 7,Region 2,5,0.056,5,0.132,0,0,2,0.131,3,0.199,2,0.067,3,0.039,10,0.054,14,0.04,19,0.049,17,0.054,20,0.071,15,0.052,14,0.045,9,0.028,16,0.047,18,0.049,17,0.039,31,0.067,28,0.081,9,0.037,9,0.041,6,0.033,5,0.036
Region 7,Region 3,8,0.089,1,0.026,2,0.087,1,0.065,0,0,3,0.101,2,0.026,1,0.005,5,0.014,14,0.036,17,0.054,11,0.039,16,0.055,19,0.06,11,0.034,16,0.047,18,0.049,37,0.085,31,0.067,25,0.072,26,0.106,19,0.087,16,0.088,18,0.128
Region 7,Region 4,30,0.334,7,0.185,9,0.39,3,0.196,2,0.133,1,0.034,9,0.117,11,0.06,16,0.046,27,0.069,43,0.136,36,0.127,36,0.124,60,0.191,50,0.156,57,0.166,54,0.146,64,0.147,74,0.161,73,0.21,53,0.217,43,0.197,27,0.149,27,0.192
Region 7,Region 5,25,0.278,8,0.212,4,0.174,2,0.131,3,0.199,2,0.067,5,0.065,28,0.152,22,0.063,33,0.085,37,0.117,44,0.156,54,0.186,47,0.15,57,0.178,52,0.152,52,0.14,50,0.115,43,0.093,50,0.144,60,0.245,49,0.225,40,0.22,19,0.135
Region 7,Region 6,5,0.056,4,0.106,0,0,0,0,1,0.066,0,0,4,0.052,0,0,5,0.014,6,0.015,3,0.01,4,0.014,7,0.024,10,0.032,7,0.022,4,0.012,3,0.008,14,0.032,12,0.026,11,0.032,13,0.053,5,0.023,4,0.022,3,0.021
Region 7,Region 7,117,1.302,61,1.613,36,1.562,13,0.849,11,0.731,18,0.605,18,0.233,63,0.341,117,0.336,172,0.442,202,0.64,199,0.704,197,0.679,240,0.764,265,0.827,257,0.75,318,0.859,367,0.842,329,0.714,309,0.89,247,1.01,205,0.94,178,0.979,140,0.997
Region 7,Region 8,23,0.256,7,0.185,8,0.347,3,0.196,8,0.532,3,0.101,15,0.194,28,0.152,92,0.264,84,0.216,84,0.266,73,0.258,95,0.327,112,0.357,88,0.275,133,0.388,117,0.316,95,0.218,98,0.213,117,0.337,88,0.36,53,0.243,43,0.237,42,0.299
Region 7,Region 9,5,0.056,1,0.026,0,0,2,0.131,0,0,2,0.067,0,0,3,0.016,11,0.032,3,0.008,12,0.038,3,0.011,9,0.031,6,0.019,13,0.041,14,0.041,18,0.049,27,0.062,27,0.059,17,0.049,19,0.078,5,0.023,9,0.05,6,0.043
Region 7,Region 10,20,0.223,20,0.529,7,0.304,2,0.131,10,0.664,7,0.235,15,0.194,28,0.152,79,0.227,92,0.237,83,0.263,101,0.357,82,0.282,78,0.248,83,0.259,122,0.356,142,0.383,142,0.326,156,0.339,111,0.32,59,0.241,60,0.275,24,0.132,31,0.221
Region 7,Region 11,1,0.011,0,0,2,0.087,0,0,0,0,0,0,0,0,1,0.005,2,0.006,6,0.015,3,0.01,2,0.007,3,0.01,0,0,2,0.006,1,0.003,2,0.005,7,0.016,8,0.017,4,0.012,6,0.025,1,0.005,1,0.006,3,0.021
Region 7,Region 12,23,0.256,9,0.238,10,0.434,3,0.196,4,0.266,5,0.168,4,0.052,13,0.07,33,0.095,48,0.123,33,0.105,34,0.12,50,0.172,56,0.178,69,0.215,65,0.19,64,0.173,74,0.17,81,0.176,67,0.193,49,0.2,52,0.238,29,0.16,23,0.164
Region 7,Region 13,24,0.267,9,0.238,12,0.521,12,0.784,4,0.266,8,0.269,10,0.13,42,0.227,76,0.218,92,0.237,86,0.272,66,0.234,81,0.279,89,0.283,100,0.312,101,0.295,138,0.373,137,0.314,105,0.228,99,0.285,99,0.405,75,0.344,55,0.303,37,0.264
Region 7,Region 14,80,0.89,37,0.979,25,1.085,16,1.045,14,0.93,29,0.974,47,0.609,97,0.525,183,0.525,199,0.512,153,0.485,167,0.591,174,0.599,213,0.678,211,0.658,240,0.7,262,0.707,296,0.679,234,0.508,201,0.579,171,0.699,137,0.628,111,0.611,107,0.762
Region 7,Region 15,5,0.056,0,0,0,0,0,0,0,0,0,0,1,0.013,1,0.005,2,0.006,4,0.01,3,0.01,3,0.011,2,0.007,2,0.006,3,0.009,6,0.018,5,0.014,6,0.014,3,0.007,5,0.014,3,0.012,1,0.005,1,0.006,4,0.028
Region 7,Region 16,2,0.022,0,0,0,0,0,0,0,0,0,0,1,0.013,2,0.011,5,0.014,11,0.028,13,0.041,10,0.035,9,0.031,9,0.029,11,0.034,21,0.061,14,0.038,24,0.055,19,0.041,18,0.052,7,0.029,8,0.037,5,0.028,1,0.007
Region 7,Region 17,29,0.323,27,0.714,14,0.607,7,0.457,4,0.266,6,0.202,17,0.22,35,0.189,77,0.221,187,0.481,134,0.425,101,0.357,83,0.286,104,0.331,124,0.387,142,0.414,120,0.324,137,0.314,142,0.308,122,0.351,101,0.413,85,0.39,80,0.44,56,0.399
Region 7,Region 18,2,0.022,1,0.026,1,0.043,0,0,0,0,1,0.034,3,0.039,1,0.005,1,0.003,4,0.01,1,0.003,7,0.025,5,0.017,5,0.016,7,0.022,3,0.009,3,0.008,7,0.016,7,0.015,2,0.006,2,0.008,4,0.018,4,0.022,2,0.014
Region 7,Region 19,3,0.033,0,0,2,0.087,0,0,0,0,1,0.034,1,0.013,3,0.016,6,0.017,3,0.008,3,0.01,6,0.021,5,0.017,6,0.019,4,0.012,5,0.015,5,0.014,4,0.009,9,0.02,11,0.032,3,0.012,2,0.009,6,0.033,3,0.021
Region 7,Region 20,11,0.122,8,0.212,6,0.26,5,0.327,2,0.133,2,0.067,3,0.039,10,0.054,43,0.123,52,0.134,42,0.133,39,0.138,26,0.09,37,0.118,33,0.103,31,0.09,32,0.086,41,0.094,57,0.124,35,0.101,22,0.09,20,0.092,18,0.099,17,0.121
Region 7,Region 21,13,0.145,9,0.238,1,0.043,2,0.131,1,0.066,3,0.101,4,0.052,9,0.049,23,0.066,17,0.044,27,0.086,33,0.117,36,0.124,33,0.105,29,0.09,35,0.102,47,0.127,61,0.14,56,0.122,46,0.132,43,0.176,35,0.16,30,0.165,15,0.107
Region 7,Region 22,3,0.033,0,0,0,0,1,0.065,0,0,0,0,2,0.026,1,0.005,6,0.017,9,0.023,4,0.013,3,0.011,6,0.021,5,0.016,6,0.019,8,0.023,14,0.038,14,0.032,6,0.013,5,0.014,7,0.029,7,0.032,4,0.022,2,0.014
Region 7,Region 23,25,0.278,4,0.106,10,0.434,5,0.327,6,0.399,6,0.202,23,0.298,37,0.2,36,0.103,41,0.105,42,0.133,31,0.11,36,0.124,46,0.146,40,0.125,75,0.219,76,0.205,80,0.184,91,0.198,56,0.161,54,0.221,55,0.252,36,0.198,22,0.157
Region 7,Region 24,5,0.056,4,0.106,1,0.043,2,0.131,0,0,2,0.067,0,0,5,0.027,22,0.063,8,0.021,13,0.041,6,0.021,17,0.059,20,0.064,20,0.062,31,0.09,53,0.143,69,0.158,47,0.102,23,0.066,26,0.106,17,0.078,11,0.061,7,0.05
Region 7,Region 25,5,0.056,4,0.106,3,0.13,1,0.065,0,0,2,0.067,0,0,3,0.016,2,0.006,13,0.033,8,0.025,7,0.025,6,0.021,12,0.038,5,0.016,10,0.029,6,0.016,13,0.03,9,0.02,12,0.035,6,0.025,7,0.032,5,0.028,6,0.043
Region 8,Region 0,23,0.256,9,0.238,3,0.13,1,0.065,3,0.199,9,0.302,26,0.337,48,0.26,67,0.192,70,0.18,85,0.269,65,0.23,71,0.245,84,0.267,84,0.262,80,0.233,64,0.173,60,0.138,93,0.202,130,0.374,136,0.556,123,0.564,81,0.446,63,0.449
Region 8,Region 1,17,0.189,2,0.053,4,0.174,3,0.196,2,0.133,7,0.235,18,0.233,48,0.26,92,0.264,86,0.221,84,0.266,61,0.216,68,0.234,60,0.191,51,0.159,67,0.195,79,0.213,97,0.223,133,0.289,95,0.274,57,0.233,50,0.229,62,0.341,23,0.164
Region 8,Region 2,17,0.189,3,0.079,3,0.13,0,0,5,0.332,16,0.537,41,0.531,70,0.379,142,0.408,164,0.422,88,0.279,59,0.209,71,0.245,69,0.22,57,0.178,66,0.193,58,0.157,90,0.206,159,0.345,125,0.36,48,0.196,46,0.211,55,0.303,36,0.256
Region 8,Region 3,6,0.067,2,0.053,2,0.087,1,0.065,0,0,1,0.034,1,0.013,3,0.016,6,0.017,13,0.033,12,0.038,18,0.064,16,0.055,11,0.035,13,0.041,20,0.058,23,0.062,28,0.064,26,0.056,23,0.066,20,0.082,15,0.069,17,0.094,12,0.085
Region 8,Region 4,17,0.189,3,0.079,1,0.043,1,0.065,1,0.066,2,0.067,1,0.013,10,0.054,22,0.063,25,0.064,26,0.082,19,0.067,27,0.093,19,0.06,28,0.087,31,0.09,20,0.054,25,0.057,33,0.072,40,0.115,35,0.143,32,0.147,29,0.16,34,0.242
Region 8,Region 5,26,0.289,7,0.185,1,0.043,3,0.196,8,0.532,13,0.437,30,0.389,48,0.26,56,0.161,36,0.093,50,0.158,52,0.184,83,0.286,103,0.328,82,0.256,77,0.225,47,0.127,19,0.044,42,0.091,66,0.19,74,0.303,104,0.477,128,0.704,110,0.784
Region 8,Region 6,7,0.078,1,0.026,0,0,0,0,1,0.066,5,0.168,4,0.052,12,0.065,21,0.06,22,0.057,24,0.076,24,0.085,14,0.048,19,0.06,28,0.087,20,0.058,33,0.089,31,0.071,38,0.083,31,0.089,26,0.106,18,0.082,17,0.094,9,0.064
Region 8,Region 7,31,0.345,14,0.37,8,0.347,2,0.131,0,0,7,0.235,14,0.181,57,0.308,88,0.253,103,0.265,99,0.314,85,0.301,98,0.338,92,0.293,76,0.237,83,0.242,76,0.205,87,0.2,90,0.195,81,0.233,71,0.29,75,0.344,82,0.451,62,0.442
Region 8,Region 8,295,3.283,112,2.962,82,3.557,55,3.592,46,3.056,128,4.3,357,4.627,850,4.6,1653,4.746,1728,4.444,1573,4.984,1485,5.255,1458,5.022,1511,4.81,1666,5.198,1716,5.007,1989,5.371,2377,5.453,2309,5.014,1574,4.533,962,3.934,878,4.024,814,4.479,704,5.015
Region 8,Region 9,5,0.056,1,0.026,1,0.043,1,0.065,1,0.066,1,0.034,6,0.078,9,0.049,14,0.04,10,0.026,11,0.035,8,0.028,13,0.045,10,0.032,19,0.059,25,0.073,22,0.059,24,0.055,32,0.069,10,0.029,9,0.037,16,0.073,15,0.083,16,0.114
Region 8,Region 10,14,0.156,13,0.344,8,0.347,6,0.392,8,0.532,12,0.403,23,0.298,60,0.325,85,0.244,100,0.257,76,0.241,78,0.276,80,0.276,79,0.251,83,0.259,76,0.222,65,0.176,83,0.19,83,0.18,66,0.19,49,0.2,41,0.188,33,0.182,18,0.128
Region 8,Region 11,9,0.1,2,0.053,0,0,0,0,2,0.133,1,0.034,6,0.078,15,0.081,17,0.049,19,0.049,15,0.048,9,0.032,11,0.038,14,0.045,14,0.044,12,0.035,10,0.027,18,0.041,20,0.043,18,0.052,14,0.057,23,0.105,17,0.094,12,0.085
Region 8,Region 12,29,0.323,19,0.503,9,0.39,6,0.392,6,0.399,16,0.537,41,0.531,94,0.509,127,0.365,153,0.393,98,0.311,75,0.265,95,0.327,125,0.398,114,0.356,125,0.365,120,0.324,128,0.294,129,0.28,115,0.331,96,0.393,71,0.325,62,0.341,56,0.399
Region 8,Region 13,106,1.18,27,0.714,15,0.651,16,1.045,21,1.395,62,2.083,106,1.374,290,1.569,535,1.536,479,1.232,353,1.119,340,1.203,340,1.171,350,1.114,350,1.092,316,0.922,254,0.686,262,0.601,287,0.623,311,0.896,268,1.096,298,1.366,322,1.772,293,2.087
Region 8,Region 14,48,0.534,18,0.476,9,0.39,8,0.523,8,0.532,15,0.504,23,0.298,68,0.368,188,0.54,141,0.363,119,0.377,102,0.361,113,0.389,149,0.474,192,0.599,177,0.516,120,0.324,70,0.161,78,0.169,132,0.38,143,0.585,104,0.477,129,0.71,155,1.104
Region 8,Region 15,3,0.033,4,0.106,0,0,0,0,0,0,0,0,5,0.065,4,0.022,14,0.04,16,0.041,10,0.032,13,0.046,10,0.034,8,0.025,9,0.028,11,0.032,11,0.03,13,0.03,18,0.039,8,0.023,14,0.057,13,0.06,15,0.083,7,0.05
Region 8,Region 16,5,0.056,0,0,0,0,0,0,0,0,0,0,2,0.026,3,0.016,15,0.043,14,0.036,7,0.022,3,0.011,7,0.024,18,0.057,19,0.059,15,0.044,10,0.027,8,0.018,16,0.035,21,0.06,13,0.053,8,0.037,10,0.055,7,0.05
Region 8,Region 17,67,0.746,24,0.635,11,0.477,4,0.261,12,0.797,31,1.041,106,1.374,297,1.607,725,2.082,650,1.672,365,1.157,232,0.821,218,0.751,236,0.751,239,0.746,227,0.662,208,0.562,231,0.53,274,0.595,261,0.752,164,0.671,185,0.848,198,1.09,179,1.275
Region 8,Region 18,1,0.011,1,0.026,2,0.087,0,0,2,0.133,2,0.067,4,0.052,10,0.054,10,0.029,8,0.021,12,0.038,14,0.05,12,0.041,4,0.013,11,0.034,6,0.018,6,0.016,9,0.021,8,0.017,7,0.02,10,0.041,6,0.027,7,0.039,9,0.064
Region 8,Region 19,5,0.056,2,0.053,1,0.043,1,0.065,1,0.066,0,0,0,0,4,0.022,9,0.026,8,0.021,4,0.013,8,0.028,9,0.031,9,0.029,9,0.028,13,0.038,12,0.032,22,0.05,17,0.037,7,0.02,8,0.033,12,0.055,8,0.044,8,0.057
Region 8,Region 20,57,0.634,26,0.688,16,0.694,9,0.588,8,0.532,33,1.108,136,1.763,360,1.948,607,1.743,663,1.705,501,1.587,398,1.408,406,1.399,413,1.315,410,1.279,402,1.173,376,1.015,330,0.757,373,0.81,324,0.933,240,0.981,200,0.917,146,0.803,114,0.812
Region 8,Region 21,11,0.122,2,0.053,2,0.087,0,0,0,0,0,0,6,0.078,12,0.065,15,0.043,16,0.041,24,0.076,17,0.06,21,0.072,21,0.067,21,0.066,25,0.073,22,0.059,23,0.053,17,0.037,35,0.101,30,0.123,23,0.105,29,0.16,29,0.207
